Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verificationHod,Chrome 73.0.3683.103,,2019-04-17 16:58:39,2019-04-17 17:08:30,9m - 51.192s,FAILED
,,,,,,
Test Cases/verification hod/buyer/approved,Chrome 73.0.3683.103,,2019-04-17 16:58:39,2019-04-17 16:59:19,39.300s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 16:58:40,2019-04-17 16:58:44,4.198s,PASSED
"navigateToUrl(""http://admin-chiragh.surge.sh/"")",Chrome 73.0.3683.103,,2019-04-17 16:58:44,2019-04-17 16:58:52,7.666s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 16:58:52,2019-04-17 16:58:53,1.181s,PASSED
waitForPageLoad(8),Chrome 73.0.3683.103,,2019-04-17 16:58:53,2019-04-17 16:58:53,0.103s,PASSED
"click(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/div_Username""))",Chrome 73.0.3683.103,,2019-04-17 16:58:53,2019-04-17 16:58:53,0.254s,PASSED
"setText(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/input_Admin Panel_userName""), ""arsalankhalid"")",Chrome 73.0.3683.103,,2019-04-17 16:58:53,2019-04-17 16:58:54,0.347s,PASSED
"setEncryptedText(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/input_Username_password""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 73.0.3683.103,,2019-04-17 16:58:54,2019-04-17 16:58:54,0.323s,PASSED
"click(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/button_Login""))",Chrome 73.0.3683.103,,2019-04-17 16:58:54,2019-04-17 16:58:54,0.121s,PASSED
"click(findTestObject(""Object Repository/verification hod/buyer/Page_Chiragh.com Admin/a_Buyer""))",Chrome 73.0.3683.103,,2019-04-17 16:58:54,2019-04-17 16:58:57,3.320s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-17 16:58:57,2019-04-17 16:59:03,5.092s,PASSED
"click(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/a_Approved Leads""))",Chrome 73.0.3683.103,,2019-04-17 16:59:03,2019-04-17 16:59:03,0.198s,PASSED
delay(15),Chrome 73.0.3683.103,,2019-04-17 16:59:03,2019-04-17 16:59:18,15.004s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/th_Assignee""), 4) && verifyElementPresent(findTestObject(""Object Repository/verification hod/approved leads tab/Page_Chiragh.com Admin/span_Approved""), 4))",Chrome 73.0.3683.103,,2019-04-17 16:59:18,2019-04-17 16:59:19,0.907s,PASSED
,,,,,,
Test Cases/verification hod/buyer/archived,Chrome 73.0.3683.103,,2019-04-17 16:59:19,2019-04-17 16:59:45,26.638s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 16:59:19,2019-04-17 16:59:21,2.464s,PASSED
"navigateToUrl(""http://admin-chiragh.surge.sh/"")",Chrome 73.0.3683.103,,2019-04-17 16:59:21,2019-04-17 16:59:29,7.596s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 16:59:29,2019-04-17 16:59:30,1.132s,PASSED
waitForPageLoad(8),Chrome 73.0.3683.103,,2019-04-17 16:59:30,2019-04-17 16:59:30,0.012s,PASSED
"click(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/div_Username""))",Chrome 73.0.3683.103,,2019-04-17 16:59:30,2019-04-17 16:59:30,0.124s,PASSED
"setText(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/input_Admin Panel_userName""), ""arsalankhalid"")",Chrome 73.0.3683.103,,2019-04-17 16:59:30,2019-04-17 16:59:31,0.206s,PASSED
"click(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/div_Password""))",Chrome 73.0.3683.103,,2019-04-17 16:59:31,2019-04-17 16:59:31,0.089s,PASSED
"setEncryptedText(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/input_Username_password""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 73.0.3683.103,,2019-04-17 16:59:31,2019-04-17 16:59:31,0.152s,PASSED
"doubleClick(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/span_Login""))",Chrome 73.0.3683.103,,2019-04-17 16:59:31,2019-04-17 16:59:31,0.150s,PASSED
"click(findTestObject(""Object Repository/verification hod/buyer/Page_Chiragh.com Admin/a_Buyer""))",Chrome 73.0.3683.103,,2019-04-17 16:59:31,2019-04-17 16:59:34,3.421s,PASSED
"click(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/a_Archived Leads""))",Chrome 73.0.3683.103,,2019-04-17 16:59:34,2019-04-17 16:59:35,0.170s,PASSED
delay(10),Chrome 73.0.3683.103,,2019-04-17 16:59:35,2019-04-17 16:59:45,10.003s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/th_Assignee""), 4) && verifyElementPresent(findTestObject(""Object Repository/verification hod/archived leads tab/Page_Chiragh.com Admin/span_archived""), 4))",Chrome 73.0.3683.103,,2019-04-17 16:59:45,2019-04-17 16:59:45,0.804s,PASSED
,,,,,,
Test Cases/verification hod/buyer/In process,Chrome 73.0.3683.103,,2019-04-17 16:59:45,2019-04-17 17:00:17,31.243s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 16:59:46,2019-04-17 16:59:48,2.656s,PASSED
"navigateToUrl(""http://admin-chiragh.surge.sh/"")",Chrome 73.0.3683.103,,2019-04-17 16:59:48,2019-04-17 16:59:56,7.244s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 16:59:56,2019-04-17 16:59:57,1.126s,PASSED
waitForPageLoad(8),Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 16:59:57,0.011s,PASSED
"setText(findTestObject(""Object Repository/verification hod/in process tab/Page_Chiragh.com Admin/input_Admin Panel_userName""), ""arsalankhalid"")",Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 16:59:57,0.229s,PASSED
"click(findTestObject(""Object Repository/verification hod/in process tab/Page_Chiragh.com Admin/div_Password""))",Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 16:59:57,0.104s,PASSED
"setEncryptedText(findTestObject(""Object Repository/verification hod/in process tab/Page_Chiragh.com Admin/input_Username_password""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 16:59:57,0.163s,PASSED
"click(findTestObject(""Object Repository/verification hod/in process tab/Page_Chiragh.com Admin/button_Login""))",Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 16:59:57,0.111s,PASSED
"click(findTestObject(""Object Repository/verification hod/buyer/Page_Chiragh.com Admin/a_Buyer""))",Chrome 73.0.3683.103,,2019-04-17 16:59:57,2019-04-17 17:00:01,3.207s,PASSED
